"Report Name: Custom API Report"
"Report Time: 10/18/2022,10/25/2022"
"Time Zone: (GMT-05:00) Eastern Time (US & Canada)"
"Last Completed Available Day: 10/25/2022 5:25:00 PM (GMT)"
"Last Completed Available Hour: 10/25/2022 5:25:00 PM (GMT)"
"Report Aggregation: Daily"
"Report Filter: "
"Potential Incomplete Data: true"
"Rows: 320"

"AccountName","AccountId","AdGroupId","AdGroupName","AdDistribution","AveragePosition","Clicks","Conversions","TimePeriod","Impressions","Spend"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Search","0.00","2","0","2022-10-22","27","3.86"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Search","0.00","5","0","2022-10-23","25","13.46"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Search","0.00","0","0","2022-10-24","20","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Search","0.00","2","0","2022-10-25","32","4.30"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Audience","0.00","0","0","2022-10-18","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Audience","0.00","0","0","2022-10-19","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Audience","0.00","0","0","2022-10-20","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Audience","0.00","0","0","2022-10-22","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Audience","0.00","0","0","2022-10-23","9","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Audience","0.00","0","0","2022-10-24","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764662","Fridge Filters","Audience","0.00","0","0","2022-10-25","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Search","0.00","1","0","2022-10-18","7","1.85"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Search","0.00","1","0","2022-10-19","6","4.62"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Search","0.00","0","0","2022-10-20","5","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Search","0.00","1","0","2022-10-21","3","1.23"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Search","0.00","1","0","2022-10-22","8","0.83"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Search","0.00","0","0","2022-10-23","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Search","0.00","0","0","2022-10-24","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Search","0.00","0","0","2022-10-25","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Audience","0.00","0","0","2022-10-18","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Audience","0.00","0","0","2022-10-20","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Audience","0.00","0","0","2022-10-21","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764663","FridgeFilters","Audience","0.00","0","0","2022-10-23","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764664","FridgeFilter","Search","0.00","0","0","2022-10-18","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764664","FridgeFilter","Search","0.00","0","0","2022-10-20","5","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764664","FridgeFilter","Search","0.00","0","0","2022-10-21","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764664","FridgeFilter","Search","0.00","0","0","2022-10-22","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764664","FridgeFilter","Search","0.00","0","0","2022-10-24","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764664","FridgeFilter","Search","0.00","0","0","2022-10-25","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Search","0.00","1","0","2022-10-18","24","2.90"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Search","0.00","0","0","2022-10-19","27","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Search","0.00","0","0","2022-10-20","13","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Search","0.00","2","0","2022-10-21","17","0.79"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Search","0.00","2","0","2022-10-22","24","4.28"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Search","0.00","2","0","2022-10-23","11","3.08"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Search","0.00","2","0","2022-10-24","13","8.38"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Search","0.00","0","0","2022-10-25","10","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Audience","0.00","0","0","2022-10-18","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Audience","0.00","0","0","2022-10-19","13","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Audience","0.00","0","0","2022-10-20","7","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Audience","0.00","0","0","2022-10-21","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Audience","0.00","0","0","2022-10-22","7","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Audience","0.00","0","0","2022-10-24","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764666","Fridge Filter","Audience","0.00","0","0","2022-10-25","14","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764667","www.fridgefilters.com","Search","0.00","0","0","2022-10-21","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Search","0.00","3","0","2022-10-18","7","6.80"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Search","0.00","1","1","2022-10-19","4","1.66"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Search","0.00","2","0","2022-10-20","9","5.48"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Search","0.00","1","1","2022-10-21","3","2.43"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Search","0.00","2","1","2022-10-22","6","6.91"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Search","0.00","3","1","2022-10-24","2","12.60"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Search","0.00","0","0","2022-10-25","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Audience","0.00","0","0","2022-10-18","252","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Audience","0.00","1","0","2022-10-19","70","0.16"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Audience","0.00","0","0","2022-10-20","55","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Audience","0.00","0","0","2022-10-21","36","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Audience","0.00","0","0","2022-10-22","13","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Audience","0.00","0","0","2022-10-23","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764669","FridgeFilters.com","Audience","0.00","0","0","2022-10-24","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764670","www.fridgefilter.com","Search","0.00","0","0","2022-10-18","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","2388764671","FridgeFilter.com","Search","0.00","0","0","2022-10-24","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Search","0.00","0","0","2022-10-18","5","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Search","0.00","0","0","2022-10-19","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Search","0.00","0","0","2022-10-20","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Search","0.00","0","0","2022-10-21","5","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Search","0.00","0","0","2022-10-22","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Search","0.00","0","0","2022-10-23","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Search","0.00","0","0","2022-10-24","5","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Search","0.00","0","0","2022-10-25","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Audience","0.00","0","0","2022-10-18","7","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Audience","0.00","0","0","2022-10-19","16","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Audience","0.00","0","0","2022-10-20","8","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Audience","0.00","0","0","2022-10-21","5","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1260040714135312","Faucet Filters - OEM","Audience","0.00","0","0","2022-10-23","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Search","0.00","0","0","2022-10-18","7","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Search","0.00","0","0","2022-10-19","10","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Search","0.00","0","0","2022-10-20","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Search","0.00","0","0","2022-10-21","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Search","0.00","0","0","2022-10-22","9","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Search","0.00","0","0","2022-10-25","5","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Audience","0.00","0","0","2022-10-18","25","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Audience","0.00","0","0","2022-10-19","24","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Audience","0.00","0","0","2022-10-20","31","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Audience","0.00","0","0","2022-10-21","18","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Audience","0.00","0","0","2022-10-22","9","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703329","Drinking Water Faucet Filters - OEM","Audience","0.00","0","0","2022-10-23","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Search","0.00","0","0","2022-10-18","12","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Search","0.00","0","0","2022-10-19","11","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Search","0.00","0","0","2022-10-20","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Search","0.00","0","0","2022-10-21","7","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Search","0.00","0","0","2022-10-22","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Search","0.00","0","0","2022-10-23","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Search","0.00","0","0","2022-10-25","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Audience","0.00","0","0","2022-10-18","33","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Audience","0.00","0","0","2022-10-19","46","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Audience","0.00","0","0","2022-10-20","35","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Audience","0.00","0","0","2022-10-21","39","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Audience","0.00","0","0","2022-10-22","13","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1261140225703377","Under Sink Filters - Tier 1","Audience","0.00","0","0","2022-10-24","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Search","0.00","2","0","2022-10-18","260","3.30"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Search","0.00","1","0","2022-10-19","303","2.62"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Search","0.00","0","0","2022-10-20","90","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Search","0.00","0","0","2022-10-21","51","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Search","0.00","0","0","2022-10-22","80","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Search","0.00","0","0","2022-10-23","103","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Search","0.00","2","0","2022-10-24","79","0.82"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Search","0.00","0","0","2022-10-25","50","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Audience","0.00","1","0","2022-10-18","248","0.49"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Audience","0.00","2","0","2022-10-19","210","1.11"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Audience","0.00","0","0","2022-10-20","151","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Audience","0.00","0","0","2022-10-21","149","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Audience","0.00","0","0","2022-10-22","83","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Audience","0.00","0","0","2022-10-23","41","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Audience","0.00","0","0","2022-10-24","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1262239737398562","Under Sink Filters - OEM","Audience","0.00","0","0","2022-10-25","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Search","0.00","0","0","2022-10-18","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Search","0.00","0","0","2022-10-19","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Search","0.00","0","0","2022-10-22","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Audience","0.00","0","0","2022-10-18","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Audience","0.00","0","0","2022-10-19","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Audience","0.00","0","0","2022-10-20","5","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Audience","0.00","0","0","2022-10-21","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Audience","0.00","0","0","2022-10-22","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Audience","0.00","0","0","2022-10-23","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1263339249060819","Pitcher Filters - OEM","Audience","0.00","0","0","2022-10-25","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Search","0.00","0","0","2022-10-18","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Search","0.00","0","0","2022-10-19","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Search","0.00","0","0","2022-10-20","8","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Search","0.00","0","0","2022-10-21","12","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Search","0.00","0","0","2022-10-23","9","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Search","0.00","0","0","2022-10-25","9","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Audience","0.00","0","0","2022-10-18","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Audience","0.00","0","0","2022-10-19","8","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Audience","0.00","0","0","2022-10-20","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Audience","0.00","0","0","2022-10-21","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Audience","0.00","0","0","2022-10-22","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1264438760630548","Pitcher Filters - Tier 1","Audience","0.00","0","0","2022-10-23","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Search","0.00","7","1","2022-10-18","825","9.39"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Search","0.00","9","0","2022-10-19","1050","9.90"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Search","0.00","6","0","2022-10-20","638","10.50"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Search","0.00","6","0","2022-10-21","960","9.19"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Search","0.00","10","0","2022-10-22","581","10.18"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Search","0.00","6","0","2022-10-23","305","12.10"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Search","0.00","6","1","2022-10-24","339","14.69"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Search","0.00","7","0","2022-10-25","413","16.38"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Audience","0.00","5","0","2022-10-18","742","0.83"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Audience","0.00","2","0","2022-10-19","1182","0.99"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Audience","0.00","4","0","2022-10-20","954","2.45"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Audience","0.00","3","0","2022-10-21","891","0.72"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Audience","0.00","3","0","2022-10-22","401","2.20"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Audience","0.00","0","0","2022-10-23","66","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Audience","0.00","0","0","2022-10-24","32","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1265538272274421","All Products","Audience","0.00","0","0","2022-10-25","15","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1266637783560470","RV & Marine Filters - OEM","Audience","0.00","0","0","2022-10-18","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1266637783560470","RV & Marine Filters - OEM","Audience","0.00","0","0","2022-10-20","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1266637783560470","RV & Marine Filters - OEM","Audience","0.00","0","0","2022-10-21","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1266637783560470","RV & Marine Filters - OEM","Audience","0.00","1","0","2022-10-22","8","0.18"
"EF/JD/AH - CWD - FridgeFilters","18271","1266637783560470","RV & Marine Filters - OEM","Audience","0.00","0","0","2022-10-23","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Search","0.00","8","0","2022-10-18","946","21.39"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Search","0.00","5","0","2022-10-19","607","15.01"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Search","0.00","8","1","2022-10-20","428","18.94"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Search","0.00","3","0","2022-10-21","340","10.26"
