"Report Name: Custom API Report"
"Report Time: 10/18/2022,10/25/2022"
"Time Zone: (GMT-05:00) Eastern Time (US & Canada)"
"Last Completed Available Day: 10/25/2022 5:25:00 PM (GMT)"
"Last Completed Available Hour: 10/25/2022 5:25:00 PM (GMT)"
"Report Aggregation: Daily"
"Report Filter: "
"Potential Incomplete Data: true"
"Rows: 320"

"AccountName","AccountId","AdGroupId","AdGroupName","AdDistribution","AveragePosition","Clicks","Conversions","TimePeriod","Impressions","Spend"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Search","0.00","4","0","2022-10-22","525","7.21"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Search","0.00","10","0","2022-10-23","927","11.70"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Search","0.00","6","1","2022-10-24","454","9.12"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Search","0.00","6","1","2022-10-25","646","12.27"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Audience","0.00","0","0","2022-10-18","54","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Audience","0.00","0","0","2022-10-19","74","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Audience","0.00","0","0","2022-10-20","22","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Audience","0.00","0","0","2022-10-21","21","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Audience","0.00","0","0","2022-10-22","36","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Audience","0.00","0","0","2022-10-23","41","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388087","Refrigerator Filters - OEM","Audience","0.00","0","0","2022-10-24","28","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Search","0.00","0","0","2022-10-19","5","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Search","0.00","0","0","2022-10-20","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Search","0.00","0","0","2022-10-21","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Search","0.00","0","0","2022-10-25","3","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Audience","0.00","0","0","2022-10-18","25","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Audience","0.00","3","0","2022-10-19","65","0.69"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Audience","0.00","0","0","2022-10-20","25","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Audience","0.00","1","0","2022-10-21","63","0.70"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Audience","0.00","0","0","2022-10-22","31","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Audience","0.00","1","0","2022-10-23","23","0.43"
"EF/JD/AH - CWD - FridgeFilters","18271","1267737295388103","Shower & Bath Filters - OEM","Audience","0.00","0","0","2022-10-25","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Search","0.00","1","0","2022-10-18","332","3.08"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Search","0.00","2","0","2022-10-19","197","4.79"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Search","0.00","1","0","2022-10-20","154","1.44"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Search","0.00","4","0","2022-10-21","152","9.87"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Search","0.00","4","0","2022-10-22","198","12.54"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Search","0.00","6","0","2022-10-23","404","9.78"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Search","0.00","6","1","2022-10-24","199","12.09"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Search","0.00","2","0","2022-10-25","247","9.18"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Audience","0.00","0","0","2022-10-18","153","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Audience","0.00","2","0","2022-10-19","132","0.87"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Audience","0.00","0","0","2022-10-20","67","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Audience","0.00","0","0","2022-10-21","60","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Audience","0.00","2","0","2022-10-22","66","0.94"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Audience","0.00","0","0","2022-10-23","164","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1268836807257240","Refrigerator Filters - Tier 1","Audience","0.00","3","0","2022-10-24","36","0.60"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Search","0.00","0","0","2022-10-18","385","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Search","0.00","1","0","2022-10-19","372","1.37"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Search","0.00","1","0","2022-10-20","356","1.98"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Search","0.00","3","0","2022-10-21","130","9.18"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Search","0.00","1","0","2022-10-22","206","6.10"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Search","0.00","4","0","2022-10-23","277","7.07"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Search","0.00","0","0","2022-10-24","311","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Search","0.00","1","0","2022-10-25","178","1.07"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Audience","0.00","2","0","2022-10-18","468","0.33"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Audience","0.00","2","0","2022-10-19","460","0.21"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Audience","0.00","3","0","2022-10-20","395","0.52"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Audience","0.00","0","0","2022-10-21","267","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Audience","0.00","5","0","2022-10-22","287","0.89"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Audience","0.00","2","0","2022-10-23","321","0.38"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Audience","0.00","2","0","2022-10-24","37","0.55"
"EF/JD/AH - CWD - FridgeFilters","18271","1271035830354698","Inline Filters - OEM","Audience","0.00","1","0","2022-10-25","3","0.13"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Search","0.00","2","0","2022-10-18","136","9.48"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Search","0.00","0","0","2022-10-19","155","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Search","0.00","1","0","2022-10-20","201","4.49"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Search","0.00","1","0","2022-10-21","79","0.54"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Search","0.00","3","0","2022-10-22","173","2.62"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Search","0.00","2","0","2022-10-23","133","0.81"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Search","0.00","3","0","2022-10-24","224","4.39"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Search","0.00","1","0","2022-10-25","80","1.07"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Audience","0.00","1","0","2022-10-18","263","0.34"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Audience","0.00","1","0","2022-10-19","239","0.62"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Audience","0.00","1","0","2022-10-20","237","0.08"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Audience","0.00","0","0","2022-10-21","148","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Audience","0.00","6","0","2022-10-22","289","0.29"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Audience","0.00","21","0","2022-10-23","734","2.61"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Audience","0.00","3","0","2022-10-24","132","0.23"
"EF/JD/AH - CWD - FridgeFilters","18271","1272135341638955","Inline Filters - Tier 1","Audience","0.00","0","0","2022-10-25","13","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Search","0.00","0","0","2022-10-18","185","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Search","0.00","1","0","2022-10-19","105","0.19"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Search","0.00","0","0","2022-10-20","19","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Search","0.00","0","0","2022-10-21","32","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Search","0.00","0","0","2022-10-22","44","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Search","0.00","0","0","2022-10-23","8","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Search","0.00","0","0","2022-10-24","58","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Search","0.00","0","0","2022-10-25","25","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Audience","0.00","0","0","2022-10-18","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Audience","0.00","0","0","2022-10-19","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Audience","0.00","0","0","2022-10-20","7","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1273234853585852","Commercial Filters - Aftermarket","Audience","0.00","0","0","2022-10-22","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Search","0.00","1","0","2022-10-18","526","1.90"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Search","0.00","1","0","2022-10-19","419","1.55"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Search","0.00","2","0","2022-10-20","193","9.06"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Search","0.00","1","0","2022-10-21","322","4.11"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Search","0.00","0","0","2022-10-22","215","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Search","0.00","2","0","2022-10-23","50","9.87"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Search","0.00","1","0","2022-10-24","268","3.39"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Search","0.00","0","0","2022-10-25","141","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Audience","0.00","0","0","2022-10-18","8","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Audience","0.00","0","0","2022-10-19","6","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Audience","0.00","0","0","2022-10-20","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Audience","0.00","0","0","2022-10-21","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Audience","0.00","0","0","2022-10-22","4","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1274334365529085","Commercial Filters - OEM","Audience","0.00","0","0","2022-10-23","2","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Search","0.00","7","0","2022-10-18","566","9.45"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Search","0.00","9","0","2022-10-19","881","10.08"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Search","0.00","7","0","2022-10-20","810","9.38"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Search","0.00","6","1","2022-10-21","648","10.33"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Search","0.00","10","0","2022-10-22","631","11.21"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Search","0.00","9","0","2022-10-23","656","10.39"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Search","0.00","9","0","2022-10-24","838","8.89"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Search","0.00","6","0","2022-10-25","251","8.53"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Audience","0.00","0","0","2022-10-18","60","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Audience","0.00","0","0","2022-10-19","29","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Audience","0.00","0","0","2022-10-20","89","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Audience","0.00","0","0","2022-10-21","24","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Audience","0.00","0","0","2022-10-22","49","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Audience","0.00","0","0","2022-10-23","114","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014431","All Products","Audience","0.00","0","0","2022-10-24","110","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014447","Shower & Bath Filters - Tier 1","Audience","0.00","0","0","2022-10-18","26","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014447","Shower & Bath Filters - Tier 1","Audience","0.00","0","0","2022-10-19","59","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014447","Shower & Bath Filters - Tier 1","Audience","0.00","0","0","2022-10-20","30","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014447","Shower & Bath Filters - Tier 1","Audience","0.00","0","0","2022-10-21","24","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014447","Shower & Bath Filters - Tier 1","Audience","0.00","0","0","2022-10-22","10","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014447","Shower & Bath Filters - Tier 1","Audience","0.00","0","0","2022-10-23","13","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014447","Shower & Bath Filters - Tier 1","Audience","0.00","0","0","2022-10-24","1","0.00"
"EF/JD/AH - CWD - FridgeFilters","18271","1276533389014447","Shower & Bath Filters - Tier 1","Audience","0.00","0","0","2022-10-25","2","0.00"

"©2022 Microsoft Corporation. All rights reserved. "
